event_id,event_type,event_name,event_level,start_date,end_date,publish_date,source_org,source_title,source_url,source_text,is_predicted,prediction_confidence,status,tags,note
a1195cc9adb1b99b,CPC_PLENUM,十六届七中全会,national,2007-10-09,2007-10-12,2007-10-12,待补,十六届七中全会公报,,十六届七中全会于2007-10-09至2007-10-12召开，会议主题包括：十七大筹备。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,review,中央全会;十六届七中全会;十七大筹备,中央全会标准化重建：每次全会只保留一条事件。 待补source_url官方链接。
ee0e2ad25087718e,CPC_PLENUM,十七届一中全会,national,2007-10-22,2007-10-22,2007-10-22,新华社,十七届一中全会公报,https://www.gov.cn/ldhd/2007-10/22/content_783340.htm,十七届一中全会于2007-10-22至2007-10-22召开，会议主题包括：选举产生中央领导机构。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,confirmed,中央全会;十七届一中全会;选举产生中央领导机构,中央全会标准化重建：每次全会只保留一条事件。
e357406e61fad536,POLITBURO_MEETING,中共中央政治局会议（分析研究2008年经济工作）,national,2007-11-27,2007-11-27,2007-11-27,新华网,中共中央政治局召开会议分析研究2008年经济工作,http://www.xinhuanet.com/politics/2007-11/27/content_7153789.htm,会议提出，要把防止经济增长由偏快转为过热、防止价格由结构性上涨演变为明显通货膨胀作为宏观调控的首要任务。,false,1.0,confirmed,12月政治局会议;经济工作;宏观调控;2007,
ada28dc25066ab31,CEWC,中央经济工作会议,national,2007-12-03,2007-12-05,2007-12-06,新华网,中央经济工作会议召开 胡锦涛温家宝作重要讲话,http://www.xinhuanet.com/politics/2007-12/06/content_7203129.htm,会议提出，防止经济增长由偏快转为过热；实施稳健的财政政策和从紧的货币政策。,false,1.0,confirmed,两防;从紧货币政策;2007,
5ce3e55c07cd0d34,CPC_PLENUM,十七届二中全会,national,2008-02-25,2008-02-27,2008-02-27,待补,十七届二中全会公报,,十七届二中全会于2008-02-25至2008-02-27召开，会议主题包括：行政管理体制改革。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,review,中央全会;十七届二中全会;行政管理体制改革,中央全会标准化重建：每次全会只保留一条事件。 待补source_url官方链接。
bbe0b1f53553458d,TWO_SESSIONS,2008年全国政协会议,national,2008-03-03,2008-03-14,2008-03-03,人民网,2008年全国政协会议官方报道,http://lianghui.people.com.cn/2008/69387.html,2008年全国政协会议于2008-03-03开幕，2008-03-14闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,confirmed,全国政协;两会;2008,放入review（原始链接地址仅为示意，需补充实际链接）
dd025c9f50244a4b,TWO_SESSIONS,2008年全国人大会议,national,2008-03-05,2008-03-18,2008-03-05,人民网,2008年全国人大会议官方报道,http://lianghui.people.com.cn/2008npc/GB/69567/index.html,2008年全国人大会议于2008-03-05开幕，2008-03-18闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,confirmed,全国人大;两会;2008,会期14天
11c026133b4075c4,CPC_PLENUM,十七届三中全会,national,2008-10-09,2008-10-12,2008-10-12,人民网,十七届三中全会公报,http://cpc.people.com.cn/GB/64162/64168/106155/106156/,十七届三中全会于2008-10-09至2008-10-12召开，会议主题包括：农村改革发展。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,confirmed,中央全会;十七届三中全会;农村改革发展,中央全会标准化重建：每次全会只保留一条事件。
1a8002aa168be6a5,POLITBURO_MEETING,中共中央政治局会议（分析研究2009年经济工作）,national,2008-11-28,2008-11-28,2008-11-28,新华网,中共中央政治局召开会议分析研究2009年经济工作,http://www.xinhuanet.com/politics/2008-11/28/content_10524371.htm,会议提出，把保持经济平稳较快发展作为明年经济工作的首要任务；实施积极的财政政策和适度宽松的货币政策。,false,1.0,confirmed,12月政治局会议;经济工作;四万亿;2008,
1403e2df4e4203b6,CEWC,中央经济工作会议,national,2008-12-08,2008-12-10,2008-12-11,新华网,中央经济工作会议召开 胡锦涛温家宝作重要讲话,http://www.xinhuanet.com/politics/2008-12/11/content_10485979.htm,会议提出，保持经济平稳较快发展；实施积极的财政政策和适度宽松的货币政策；四万亿投资计划配套。,false,1.0,confirmed,四万亿;扩内需;保增长;2008,
8963cbbbb37b3923,TWO_SESSIONS,2009年全国政协会议,national,2009-03-03,2009-03-12,2009-03-12,中国政府网,2009年全国政协会议官方报道,http://www.gov.cn/2009lh/content_1257925.htm,2009年全国政协会议于2009-03-03开幕，2009-03-12闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,confirmed,全国政协;两会;2009,已核对政府网原文
2a245bf414e54946,TWO_SESSIONS,2009年全国人大会议,national,2009-03-05,2009-03-13,2009-03-13,中国政府网,2009年全国人大会议官方报道,http://www.gov.cn/2009lh/content_1259817.htm,2009年全国人大会议于2009-03-05开幕，2009-03-13闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,confirmed,全国人大;两会;2009,已核对政府网原文
135471ddcff75956,CPC_PLENUM,十七届四中全会,national,2009-09-15,2009-09-18,2009-09-18,人民网,十七届四中全会公报,http://cpc.people.com.cn/GB/64162/64168/145752/145753/,十七届四中全会于2009-09-15至2009-09-18召开，会议主题包括：党的建设。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,confirmed,中央全会;十七届四中全会;党的建设,中央全会标准化重建：每次全会只保留一条事件。
21c2fb62fad78eec,POLITBURO_MEETING,中共中央政治局会议（分析研究2010年经济工作）,national,2009-11-27,2009-11-27,2009-11-27,新华网,中共中央政治局召开会议分析研究2010年经济工作,http://www.xinhuanet.com/politics/2009-11/27/content_12551498.htm,会议提出，保持宏观经济政策的连续性和稳定性；加大经济结构调整力度；完善和落实房地产调控政策。,false,1.0,confirmed,12月政治局会议;经济工作;房地产;2009,
febe7b02ed602823,CEWC,中央经济工作会议,national,2009-12-05,2009-12-07,2009-12-08,新华网,中央经济工作会议召开 胡锦涛温家宝作重要讲话,http://www.xinhuanet.com/politics/2009-12/08/content_12603300.htm,会议提出，保持宏观经济政策的连续性和稳定性；加大经济结构调整力度；推动出口稳定增长。,false,1.0,confirmed,经济结构调整;2009,
456e5e682a96b6cf,TWO_SESSIONS,2010年全国人大会议,national,2010-03-05,2010-03-14,2010-03-14,新华社,2010年全国人大会议官方报道,,2010年全国人大会议于2010-03-05开幕，2010-03-14闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国人大;两会;2010,请补中国政府网/新华网/人大网/人民网链接，替换地方日报PDF
0a80385ec5a88160,CPC_PLENUM,十七届五中全会,national,2010-10-15,2010-10-18,2010-10-18,人民网,十七届五中全会公报,http://cpc.people.com.cn/GB/64162/64168/148576/148577/,十七届五中全会于2010-10-15至2010-10-18召开，会议主题包括：十二五规划建议。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,confirmed,中央全会;十七届五中全会;十二五规划建议,中央全会标准化重建：每次全会只保留一条事件。
a9a79c6cd13bcdd5,POLITBURO_MEETING,中共中央政治局会议（分析研究2011年经济工作）,national,2010-12-03,2010-12-03,2010-12-03,新华网,中共中央政治局召开会议分析研究2011年经济工作,http://www.xinhuanet.com/politics/2010-12/03/c_12847192.htm,会议提出，以科学发展为主题，以加快转变经济发展方式为主线；实施积极的财政政策和稳健的货币政策。,false,1.0,confirmed,12月政治局会议;经济工作;稳健货币政策;2010,
e95c19d92e8c5098,CEWC,中央经济工作会议,national,2010-12-10,2010-12-12,2010-12-13,新华网,中央经济工作会议召开 胡锦涛温家宝作重要讲话,http://www.xinhuanet.com/politics/2010-12/13/c_12869385.htm,会议提出，加强和改善宏观调控，保持经济平稳健康运行；把稳定价格总水平放在更加突出的位置。,false,1.0,confirmed,稳物价;2010,
2120c22b717bccc5,TWO_SESSIONS,2011年全国政协会议,national,2011-03-03,2011-03-13,2011-03-13,新华社,2011年全国政协会议官方报道,,2011年全国政协会议于2011-03-03开幕，2011-03-13闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国政协;两会;2011,请补新华社/新华网/中国政协网/中国政府网/人民网链接，替换新浪链接
3ff485e61fc29482,TWO_SESSIONS,2011年全国人大会议,national,2011-03-05,2011-03-14,2011-03-14,新华社,2011年全国人大会议官方报道,,2011年全国人大会议于2011-03-05开幕，2011-03-14闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国人大;两会;2011,请补中国政府网/新华网/人大网/人民网链接，替换China Daily链接
576d36aee81bf853,CPC_PLENUM,十七届六中全会,national,2011-10-15,2011-10-18,2011-10-18,新华社,十七届六中全会公报,https://www.gov.cn/jrzg/2011-10/18/content_1972695.htm,十七届六中全会于2011-10-15至2011-10-18召开，会议主题包括：文化体制改革。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,confirmed,中央全会;十七届六中全会;文化体制改革,中央全会标准化重建：每次全会只保留一条事件。
546d4abb8d267430,POLITBURO_MEETING,中共中央政治局会议（分析研究2012年经济工作）,national,2011-12-09,2011-12-09,2011-12-09,新华网,中共中央政治局召开会议分析研究2012年经济工作,http://www.xinhuanet.com/politics/2011-12/09/c_111232942.htm,会议提出，继续实施积极的财政政策和稳健的货币政策；坚持房地产调控政策不动摇。,false,1.0,confirmed,12月政治局会议;经济工作;房地产调控;2011,
1962434e3e0afe44,CEWC,中央经济工作会议,national,2011-12-12,2011-12-14,2011-12-15,北京周报（新华网）,中央经济工作会议举行 胡锦涛、温家宝作重要讲话,http://www.beijingreview.cn/2009news/todaynews/2011-12/15/content_412372_2.htm,会议提出，推动明年经济社会发展，要突出把握好稳中求进的工作总基调；继续实施积极的财政政策和稳健的货币政策。,false,1.0,confirmed,稳中求进;2011,
6937b4df0ecf5f03,CPC_PLENUM,十七届七中全会,national,2012-11-01,2012-11-04,2012-11-04,新华社,十七届七中全会公报,https://www.gov.cn/jrzg/2012-11/04/content_2256456.htm,十七届七中全会于2012-11-01至2012-11-04召开，会议主题包括：十八大筹备。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,confirmed,中央全会;十七届七中全会;十八大筹备,中央全会标准化重建：每次全会只保留一条事件。
eb99babc25167891,CPC_PLENUM,十八届一中全会,national,2012-11-15,2012-11-15,2012-11-15,待补,十八届一中全会公报,,十八届一中全会于2012-11-15至2012-11-15召开，会议主题包括：选举产生中央领导机构。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,review,中央全会;十八届一中全会;选举产生中央领导机构,中央全会标准化重建：每次全会只保留一条事件。 待补source_url官方链接。
8334e7781e2b5c04,POLITBURO_MEETING,中共中央政治局会议（分析研究2013年经济工作）,national,2012-12-04,2012-12-04,2012-12-04,新华网,中共中央政治局召开会议分析研究2013年经济工作,http://www.xinhuanet.com/politics/2012-12/04/c_113905602.htm,会议提出，以提高经济增长质量和效益为中心；保持物价总水平基本稳定。,false,1.0,confirmed,12月政治局会议;经济工作;2012,
5eb5fe5b366f49ad,CEWC,2012年中央经济工作会议,national,2012-12-15,2012-12-16,2012-12-17,共产党员网,中央经济工作会议在北京举行 习近平温家宝李克强作重要讲话　张德江俞正声刘云山王岐山张高丽出席会议,https://news.12371.cn/2012/12/17/ARTI1355690078721576.shtml,"欢迎使用手机浏览
热搜
12月15日至16日，中央经济工作会议在北京举行。中共中央总书记、中央军委主席习近平发表重要讲话。温家宝、李克强、张德江、俞正声、刘云山、王岐山、张高丽出席会议。记者　李学仁摄
中央经济工作会议12月15日至16日在北京举行。
中共中央总书记、中共中央军委主席习近平，国务院总理温家宝，中共中央政治局常委李克强、张德江、俞正声、刘云山、王岐山、张高丽出席会议。
习近平在会上发表重要讲话，分析国际国内经济形势，提出明年经济工作总体要求和主要任务。温家宝在讲话中总结今年经济工作，对明年经济工作作出部署。李克强主持会议并在会议结束时作了总结讲话。
会议指出，今年以来，面对日趋严峻的国际经济形势和国内改革发展稳定的繁重任务，党中央、国务院团结带领全党全国各族人民，坚持以科学发展为主题，以加快转变经济发展方式为主线，按照稳中求进的工作总基调，及时加强和改善宏观调控，把稳增长放在更加重要的位置，经济社会发展呈现稳中有进的良好态势。经济运行总体平稳，物价涨幅稳步回落，农业基础地位进一步稳固，社会大局保持稳定。转变经济发展方式有新进展，科技创新有新成绩，改革开放有新突破，改善民生有新成效。
会议强调，现在，我们站在了更高的起点上。综合判断，我国发展仍然具备难得的机遇和有利条件，经济社会发展基本面长期趋好，国内市场潜力巨大，社会生产力基础雄厚，科技创新能力增强，人力资源丰富，生产要素综合优势明显，社会主义市场经济体制机制不断完善。同时，也要清醒地看到，我国发展仍面临不少风险和挑战，不平衡、不协调、不可持续问题依然突出，经济增长下行压力和产能相对过剩的矛盾有所加剧，企业生产经营成本上升和创新能力不足的问题并存，金融领域存在潜在风险，经济发展和资源环境的矛盾仍然突出。必须保持清醒头脑，增强忧患意识，深入分析问题背后的原因，采取有效举措加以解决。
会议认为，明年国际经济形势依然错综复杂、充满变数，世界经济低速增长态势仍将延续，各种形式的保护主义明显抬头，潜在通胀和资产泡沫的压力加大，世界经济已由危机前的快速发展期进入深度转型调整期。
会议指出，从国际环境看，我国发展仍处于重要战略机遇期的基本判断没有变。同时，我国发展的重要战略机遇期在国际环境方面的内涵和条件发生很大变化。我们面临的机遇，不再是简单纳入全球分工体系、扩大出口、加快投资的传统机遇，而是倒逼我们扩大内需、提高创新能力、促进经济发展方式转变的新机遇。我们必须深刻理解、紧紧抓住、切实用好这样的新机遇，因势利导，顺势而为，努力在风云变幻的国际环境中谋求更大的国家利益。
会议强调，明年是全面贯彻落实十八大精神的开局之年，是实施“十二五”规划承前启后的关键一年，是为全面建成小康社会奠定坚实基础的重要一年。做好明年经济工作，要深入学习和全面贯彻落实党的十八大精神，坚持以邓小平理论、“三个代表”重要思想、科学发展观为指导，紧紧围绕主题主线，以提高经济增长质量和效益为中心，稳中求进，开拓创新，扎实开局，进一步深化改革开放，进一步强化创新驱动，加强和改善宏观调控，积极扩大国内需求，加大经济结构战略性调整力度，着力保障和改善民生，增强经济发展的内生活力和动力，保持物价总水平基本稳定，实现经济持续健康发展和社会和谐稳定。
会议认为，做好明年经济工作，要继续把握好稳中求进的工作总基调，立足全局，突出重点，扎扎实实开好局。
会议提出了明年经济工作的主要任务。
一、加强和改善宏观调控，促进经济持续健康发展。必须坚持发展是硬道理的战略思想，决不能有丝毫动摇。党的十八大强调要推动经济持续健康发展，要求的是尊重经济规律、有质量、有效益、可持续的速度，要求的是在不断转变经济发展方式、不断优化经济结构中实现增长。要牢牢把握扩大内需这一战略基点，培育一批拉动力强的消费增长点，增强消费对经济增长的基础作用，发挥好投资对经济增长的关键作用。要增加并引导好民间投资，同时在打基础、利长远、惠民生、又不会造成重复建设的基础设施领域加大公共投资力度。要继续实施积极的财政政策和稳健的货币政策，充分发挥逆周期调节和推动结构调整的作用。实施积极的财政政策，要结合税制改革完善结构性减税政策。各级政府要厉行节约，严格控制一般性支出，把钱用在刀刃上。实施稳健的货币政策，要注意把握好度，增强操作的灵活性。要适当扩大社会融资总规模，保持贷款适度增加，保持人民币汇率基本稳定，切实降低实体经济发展的融资成本。要继续坚持房地产市场调控政策不动摇。要高度重视财政金融领域存在的风险隐患，坚决守住不发生系统性和区域性金融风险的底线。
二、夯实农业基础，保障农产品供给。把解决好“三农”问题作为全党工作重中之重，必须长期坚持、毫不动摇，决不能因为连年丰收而对农业有丝毫忽视和放松。我国有13亿人口，只有把饭碗牢牢端在自己手中才能保持社会大局稳定。要提高农业综合生产能力，严格保护耕地，大兴农田水利，加强科技服务，不断提升农业物质技术装备水平。要稳定完善强农惠农富农政策，充分保护和调动农民生产经营积极性，使务农种粮有效益、不吃亏、得实惠。要在坚持和完善农村基本经营制度基础上，创新农业经营体制，加快发展现代农业。要加强绿色生产，从源头上确保农产品质量安全。
三、加快调整产业结构，提高产业整体素质。实现尊重经济规律、有质量、有效益、可持续的发展，关键是深化产业结构战略性调整。要充分利用国际金融危机形成的倒逼机制，把化解产能过剩矛盾作为工作重点，总的原则是尊重规律、分业施策、多管齐下、标本兼治。要加强对各个产能过剩行业发展趋势的预测，制定有针对性的调整和化解方案。要着力增强创新驱动发展新动力，注重发挥企业家才能，加快科技创新，加强产品创新、品牌创新、产业组织创新、商业模式创新。要合理安排生产力布局，对关系国民经济命脉、规模经济效益显著的重大项目，必须坚持全国一盘棋，统筹规划，科学布局。
四、积极稳妥推进城镇化，着力提高城镇化质量。城镇化是我国现代化建设的历史任务，也是扩大内需的最大潜力所在，要围绕提高城镇化质量，因势利导、趋利避害，积极引导城镇化健康发展。要构建科学合理的城市格局，大中小城市和小城镇、城市群要科学布局，与区域经济发展和产业布局紧密衔接，与资源环境承载能力相适应。要把有序推进农业转移人口市民化作为重要任务抓实抓好。要把生态文明理念和原则全面融入城镇化全过程，走集约、智能、绿色、低碳的新型城镇化道路。
五、加强民生保障，提高人民生活水平。要按照“守住底线、突出重点、完善制度、引导舆论”的思路做好民生工作。重点保障低收入群众基本生活，做好家庭困难学生资助工作。要注意稳定和扩大就业，做好以高校毕业生为重点的青年就业工作。要善待和支持小微企业发展，强化大企业社会责任。要加强城乡社会保障体系建设，继续完善养老保险转移接续办法，提高统筹层次。要继续加强保障性住房建设和管理，加快棚户区改造。要引导广大群众树立通过勤劳致富改善生活的理念，使改善民生既是党和政府工作的方向，也是人民群众自身奋斗的目标。
六、全面深化经济体制改革，坚定不移扩大开放。稳增长、转方式、调结构，关键是全面深化经济体制改革。要坚定信心、凝聚共识、统筹谋划、协同推进，坚持社会主义市场经济的改革方向不动摇，增强改革的系统性、整体性、协同性，以更大的政治勇气和",false,1.0,confirmed,房地产;扩大内需;稳中求进;财政政策;货币政策,
3bd88a8f01630ca2,CPC_PLENUM,十八届二中全会,national,2013-02-26,2013-02-28,2013-02-28,待补,十八届二中全会公报,,十八届二中全会于2013-02-26至2013-02-28召开，会议主题包括：国务院机构改革和职能转变。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,review,中央全会;十八届二中全会;国务院机构改革和职能转变,中央全会标准化重建：每次全会只保留一条事件。 待补source_url官方链接。
2df4bb9b2f7f71c0,TWO_SESSIONS,2013年全国政协会议,national,2013-03-03,2013-03-12,2013-03-12,中国政府网,2013年全国政协会议官方报道,http://www.gov.cn/2013lh/content_2352044.htm,2013年全国政协会议于2013-03-03开幕，2013-03-12闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,confirmed,全国政协;两会;2013,已核对政府网原文
a3eb359fb9f66ea2,TWO_SESSIONS,2013年全国人大会议,national,2013-03-05,2013-03-17,2013-03-17,中国政府网,2013年全国人大会议官方报道,http://www.gov.cn/2013lh/content_2357060.htm,2013年全国人大会议于2013-03-05开幕，2013-03-17闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,confirmed,全国人大;两会;2013,已核对政府网原文
2b2e2ee2ff0f0b42,POLITBURO_MEETING,中共中央政治局召开会议讨论研究当前经济形势和下半年经济工作,national,2013-07-30,2013-07-30,2013-07-30,新华网,中共中央政治局召开会议讨论研究当前经济形势和下半年经济工作,http://www.xinhuanet.com//politics/2013-07/30/c_116745232.htm,中共中央政治局7月30日召开会议，分析研究上半年经济形势和下半年经济工作。中共中央总书记习近平主持会议。会议认为，今年以来，国内外经济环境十分复杂。在党中央、国务院正确领导下，各地区各部门贯彻落实党的十八大和中央经济工作会议精神，坚持稳中求进的工作总基调，以提高经济发展质量和效益为中心，着力深化改革，加快调整结构和转型升级，不断改善民生，沉着应对各种风险挑战，扎实做好各方面工作。上半年主要经济指标处于年度预期目标的合理区间，经济社会发展总的开局是好的。会议认为，当前，我国发展仍处于可以大有作为的重要战略机遇期，具备经济持续健康发展的基础条件，下半年我国经济仍将保持总体平稳发展态势。会议指出，下半年经济工作要全面贯彻党的十八大精神，按照中央经济工作会议总体部署，坚持稳中求进，坚持以提高经济发展质量和效益为中心，坚持宏观经济政策连续性、稳定性，提高针对性、协调性，根据经济形势变化，适时适度进行预调和微调，稳中有为。,false,1.0,confirmed,经济形势;7月重点政治局会议;部署下半年经济工作;宏观调控,已核对新华社原文
04f07b5dd2ddbba4,CPC_PLENUM,十八届三中全会,national,2013-11-09,2013-11-12,2013-11-12,新华网,十八届三中全会公报,http://www.xinhuanet.com/politics/2013-11/12/c_118112915.htm,十八届三中全会于2013-11-09至2013-11-12召开，会议主题包括：全面深化改革。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,confirmed,中央全会;十八届三中全会;全面深化改革,中央全会标准化重建：每次全会只保留一条事件。
