event_id,event_type,event_name,event_level,start_date,end_date,publish_date,source_org,source_title,source_url,source_text,is_predicted,prediction_confidence,status,tags,note
96da4a83e7845ed6,TWO_SESSIONS,2014年全国人大会议,national,2014-03-05,2014-03-13,2014-03-13,新华社,2014年全国人大会议官方报道,,2014年全国人大会议于2014-03-05开幕，2014-03-13闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国人大;两会;2014,请补中国政府网/新华网/人大网/人民网链接，替换湖南日报链接 待补：补source_url官方链接
314819aa2f94e5de,TWO_SESSIONS,2015年全国人大会议,national,2015-03-05,2015-03-15,2015-03-15,新华社,2015年全国人大会议官方报道,,2015年全国人大会议于2015-03-05开幕，2015-03-15闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国人大;两会;2015,请补中国政府网/新华网/人大网/人民网链接，替换海口网链接 待补：补source_url官方链接
787db58868c110f0,TWO_SESSIONS,2016年全国政协会议,national,2016-03-03,2016-03-14,2016-03-14,新华社,2016年全国政协会议官方报道,,2016年全国政协会议于2016-03-03开幕，2016-03-14闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国政协;两会;2016,请补新华社/新华网/中国政协网/中国政府网/人民网链接，替换六安新闻网链接 待补：补source_url官方链接
3d7fe64b93e069a5,TWO_SESSIONS,2016年全国人大会议,national,2016-03-05,2016-03-16,2016-03-16,新华社,2016年全国人大会议官方报道,,2016年全国人大会议于2016-03-05开幕，2016-03-16闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国人大;两会;2016,请补中国政府网/新华网/人大网/人民网链接，当前source_url待补 待补：补source_url官方链接
39662225ff395028,TWO_SESSIONS,2017年全国政协会议,national,2017-03-03,2017-03-13,2017-03-13,新华社,2017年全国政协会议官方报道,,2017年全国政协会议于2017-03-03开幕，2017-03-13闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国政协;两会;2017,请补新华社/新华网/中国政协网/中国政府网/人民网链接，替换高校统战部链接 待补：补source_url官方链接
c3ba8d8e910ad55f,CPC_PLENUM,十九届一中全会,national,2017-10-25,2017-10-25,2017-10-25,待补,十九届一中全会公报,,十九届一中全会于2017-10-25至2017-10-25召开，会议主题包括：选举产生中央领导机构。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,review,中央全会;十九届一中全会;选举产生中央领导机构,中央全会标准化重建：每次全会只保留一条事件。 待补source_url官方链接。 待补：补source_url官方链接
e69584cb99ed8472,CPC_PLENUM,十九届二中全会,national,2018-01-18,2018-01-19,2018-01-19,待补,十九届二中全会公报,,十九届二中全会于2018-01-18至2018-01-19召开，会议主题包括：宪法修改建议。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,review,中央全会;十九届二中全会;宪法修改建议,中央全会标准化重建：每次全会只保留一条事件。 待补source_url官方链接。 待补：补source_url官方链接
55e0650bb0cb47a2,TWO_SESSIONS,2019年全国政协会议,national,2019-03-03,2019-03-13,2019-03-13,新华社,2019年全国政协会议官方报道,,2019年全国政协会议于2019-03-03开幕，2019-03-13闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国政协;两会;2019,请补新华社/新华网/中国政协网/中国政府网/人民网链接，替换协会网站链接 待补：补source_url官方链接
64153a3769a424d3,TWO_SESSIONS,2019年全国人大会议,national,2019-03-05,2019-03-15,2019-03-15,新华社,2019年全国人大会议官方报道,,2019年全国人大会议于2019-03-05开幕，2019-03-15闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国人大;两会;2019,请补中国政府网/新华网/人大网/人民网链接，替换中国证券报PDF 待补：补source_url官方链接
fa9a397b0260fc8c,TWO_SESSIONS,2021年全国政协会议,national,2021-03-04,2021-03-10,2021-03-10,新华社,2021年全国政协会议官方报道,,2021年全国政协会议于2021-03-04开幕，2021-03-10闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国政协;两会;2021,请补新华社/新华网/中国政协网/中国政府网/人民网链接，替换安徽先锋网链接 待补：补source_url官方链接
9ee66e6d7be80eec,TWO_SESSIONS,2021年全国人大会议,national,2021-03-05,2021-03-11,2021-03-11,新华社,2021年全国人大会议官方报道,,2021年全国人大会议于2021-03-05开幕，2021-03-11闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国人大;两会;2021,请补中国政府网/新华网/人大网/人民网链接，替换地方纪委PDF 待补：补source_url官方链接
71a8b6ddf8005567,TWO_SESSIONS,2022年全国政协会议,national,2022-03-04,2022-03-10,2022-03-10,新华社,2022年全国政协会议官方报道,,2022年全国政协会议于2022-03-04开幕，2022-03-10闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国政协;两会;2022,请补新华社/新华网/中国政协网/中国政府网/人民网链接，当前source_url待补 待补：补source_url官方链接
b34d4f3f169b0151,TWO_SESSIONS,2022年全国人大会议,national,2022-03-05,2022-03-11,2022-03-11,新华社,2022年全国人大会议官方报道,,2022年全国人大会议于2022-03-05开幕，2022-03-11闭幕。本库仅保留年度大会的时间窗口、官方来源和宏观事件摘要，不采集大会期间全体会议、主席团会议、代表团会议等过程性信息。,false,1.0,review,全国人大;两会;2022,请补中国政府网/新华网/人大网/人民网链接，当前source_url待补 待补：补source_url官方链接
57a94d2c36375cae,POLITBURO_MEETING,中共中央政治局召开会议 分析研究当前经济形势 部署下半年经济工作,national,2022-07-28,2022-07-28,2022-07-28,新华社,中共中央政治局召开会议 分析研究当前经济形势 部署下半年经济工作,,请补官方正文关键句,false,1.0,review,经济形势;经济工作;7月重点政治局会议;部署下半年经济工作;宏观政策;房地产;稳增长;防风险,请补新华社/共产党员网/人民网/中国政府网等官方或权威转载链接，替换新浪链接 待补：补source_url官方链接
d9531822ca8a2a1b,CPC_PLENUM,二十届一中全会,national,2022-10-23,2022-10-23,2022-10-23,待补,二十届一中全会公报,,二十届一中全会于2022-10-23至2022-10-23召开，会议主题包括：选举产生中央领导机构。本库对中央全会按“届次+次数”保留为单条宏观政治事件。,false,1.0,review,中央全会;二十届一中全会;选举产生中央领导机构,中央全会标准化重建：每次全会只保留一条事件。 待补source_url官方链接。 待补：补source_url官方链接
